video_id,view_count,like_count,dislike_count,comment_count,likes_rate,comments_rate,q_score,num_unique_users_liked_comments,duration,day_updoad,month_upload,year_upload,title,title_length,transcript,transcript_length,channel_id,level_channel,category_channel,label,upload_date_by_month
JT3v5_RvPTg,579244,3467,346,639,5.98538785,1.103162053,0.818300996,54.0,36.583333333333336,22,3,2019,Bổ Cây Ăn Con Ấu Trùng Sén Tóc | Nhịp Sống Tây Bắc,13,,,UCOwLNrvzxD9Ak78BYbtetEw,High,Travel and events,Medium engagement,2019-03-01
qytpZKEQZ9c,2820088,2224,953,138,0.7886278729999999,0.049289242,0.399937067,54.0,90.66666666666669,28,1,2018,Phim Hài Tết 2018 | Siêu Lừa | Phim Hài Tết Mới Nhất - Cười Vỡ Mồm 2018,18,,,UCb7KjBkHa1kUqJYIiZLiBuA,Medium,Comedy,Low engagement,2018-01-01
d8lOVMZXPMM,334553,2586,314,264,7.729716966,0.789112637,0.7831782140000001,54.0,19.48333333333333,20,8,2019,"Bị Giang Hồ Siết Nợ, Đánh Đập Và Cái Kết Sau 3 Năm - Đừng Bao Giờ Coi Thường Người Khác -Tập 51",23,,,UCM7FTcrsCU2NpQ7ywJ3vemw,Medium,Comedy,Low engagement,2019-08-01
TQi5mkeVtdw,328053,1877,134,364,5.721636443,1.112625094,0.8663021870000001,54.0,45.38333333333333,22,7,2020,Ăn cơm nắm tiếp cán bộ | Con đường huyền thoại Cống Dua ( T 8 ),17,Hi xin chào tất cả các bạn Chào mừng các bạn đã đến với kênh cái bản của mình sau một buổi sáng làm việc thì bây giờ đã đến giờ chưa nghỉ ngơi rồi bây giờ sẽ được trải nghiệm một buổi trưa nữa cùng với Canh cá chị ở ngoài xã vào giúp anh chị là đi mua được thức ăn lên Đậu này con vịt con vịt mà xuống dưới con ngủ giác bạn bảo là chính hai con gì hôm nay lại biệt mà một triệu em à Cái túi hưởng chút đường ôm cái máy này định cấm đúng không Thì sáng nay anh nhanh nhanh Phương Anh mua thịt thịt sấy thì bác sĩ gì xảy ra bếp rồi ơi mấy thanh niên bắt vịt về xong lại thảm thì sướng ký để hệ để lại đi bắt Nhìn kia vui chưa kìa cô,150.0,UCDYKovkzJe3oM9MrbIIpeJw,Medium,Travel and events,Medium engagement,2020-07-01
zvs_5pePYKI,475780,5173,271,908,10.87267224,1.910546891,0.9002754820000001,54.0,33.766666666666666,16,8,2019,CÁ MẮM GHÉM LÁ CÀ PHÊ • Nương Xa Phần II - Tập 03,14,,,UCOwLNrvzxD9Ak78BYbtetEw,High,Travel and events,Medium engagement,2019-08-01
XiKeyGozBrQ,1535010,3760,1409,115,2.449495443,0.07556954,0.4547388779999999,54.0,32.583333333333336,30,4,2020,"Khán giả Sài Gòn Cười Bể Bụng với Hài Hoài Linh, Nhật Cường, Kiều Oanh Hay Nhất",17,anh alo mà tắm hả Đúng rồi Đúng rồi tôi nè hôm qua mới thua bà hết trăm chai được không ăn sáng đi đôi với tờ nhà cho chồng vợ rồi Chồng mà nó còn được 300 Ok bây giờ còn 200 Chiều nay bao lô hai đài cho tôi hả rồi quất luôn Cái đài Hà Nội 7 giờ tối luôn đi đây nè 020202 không nào tôi thử cái này Thằng này xấu rồi Đã thằng nào của trả con nào sợ này nữa con nó sẽ tự nhiên cái đẹp được cái coi tự nhiên rồi đến tôi nhà làm gì cả tao đánh mày nói nó đánh tôi nói gì nói anh có thể cho một quốc được rồi luôn hả trời ấy cứ Tùng nó xin lỗi mày Khùng mà biết giăng mùng chải chiếu mày Khùng mà biết ăn hủ tiếu với bún riêu khu 1 miếng đó tình yêu I love you ok không biết giác con ta về,167.0,UCJtEP0GoT7Xndn3LZKrgVxA,High,Comedy,Low engagement,2020-04-01
vxOxz4R-9jY,1127550,5272,611,112,4.675624141,0.100217285,0.7921481990000001,54.0,21.63333333333333,3,6,2020,Trấn Thành gài Đông Nhi nói xấu Hari Won và cái kết cười banh rạp | Ơn Giời Cậu Đây Rồi Mùa 6,23,à à cho biết nhân tập thể thao và dù tôi muốn tải game icon để có thể miễn dịch khỏe mạnh sẵn sàng đến lớp không ăn nữa Ăn đi Ăn đi Lúc mới mổ thì ăn đi cho nó lần đúng mới ăn nè anh ơi anh ngủ thì liên quan em đâu có bị thương đâu đâu Em làm chọn đây tôi Trấn Thành cái đồng chí Cô Thắm chân thành hay nói chung với chị Đông Nhi luôn là hai cái mông chảy là ông Cao Lãnh tốt đàn ông ta nói hết Tết,98.0,UC8XkixrRlmF77GG0ogNr5kg,Low,Comedy,Low engagement,2020-06-01
P2-0CSuqMU8,1675649,3394,976,239,2.025483857,0.142631303,0.553191489,54.0,27.2,17,5,2019,Phim Hài Mới 2019 | Thủ Khoa Dởm - Tập 3 | Phim Hài Việt Nam Hay Nhất - Phim Hay Cười Vỡ Bụng 2019,25,,,UCTZfshAstC5XukpE3OY62Jg,High,Comedy,Low engagement,2019-05-01
hKgZ8UldxR4,96661,1194,51,265,12.35244825,2.751885455,0.917335474,54.0,26.266666666666666,18,10,2020,Mãn nhãn với màn Đại xòe Thái Mường Lò năm 2020 với hơn 2 nghìn cô gái Thái,18,Hi xin chào tất cả các bạn Chào mừng các bạn đã đến với kênh gái bàn của mình đang có mặt tại cánh đồng Mường Lò thuộc thị xã Nghĩa Lộ tỉnh Yên Bái Và Nơi Đây là nét văn hóa đặc sắc nhất của người Thái ở trên Tây Bắc và cứ vào tháng 9 đến tháng 10 thì ở tại Mường Lò đây lại tổ chức đêm đại xòe có thể nói là lớn nhất trên thế giới vào năm nào cũng vậy Hôm nay thì mình lại có dịp để ghi hình cho tất cả các bạn cũng biết một đêm đại xòe rất mong anh sáng với 2020 người diễn viên nhưng mà tất cả các bạn cùng theo dõi Trước tiên thì mình sẽ giới thiệu cho tất cả các bạn cũng biết đây là những đoàn ưu tiên mang đậm ngấy văn hóa phong tục tập quán những cái nét văn hóa đặc trưng của dân tộc ở tại công viên thuộc thị xã Nghĩa Lộ này các bạn nhé Đây là Đoàn biểu diễn đầu tiên mang đậm nét văn hóa phong tục tập quán của người Thái và,197.0,UCDYKovkzJe3oM9MrbIIpeJw,Medium,Travel and events,Medium engagement,2020-10-01
kvoSK5m4f3E,3071993,4815,1900,328,1.567386384,0.107096598,0.434038118,53.0,31.45,27,9,2018,"Khán giả cười chảy nước mắt khi xem xong phim hài này | Vượng Râu, Bảo Chung, Thành Chíp",19,,,UC7ZcCX4PLJd6VnNVQ4hn1pA,Medium,Comedy,Low engagement,2018-09-01
deJrW93fz6U,42694517,24382,17748,1976,0.571080357,0.04628229,0.157461252,53.0,11.8,28,4,2017,Xem Đi Xem Lại Cả 1000 Lần Mà Vẫn Không Thể Nhịn Được Cười - Phần 14 | Phim Hài 2017,21,,,UCb7KjBkHa1kUqJYIiZLiBuA,Medium,Comedy,Low engagement,2017-04-01
6mvWQZjH-6I,389648,1580,161,115,4.054941896,0.295138176,0.8145809409999999,53.0,14.566666666666665,27,12,2019,Ăn có miếng bánh mà khổ trăm bề quá Giang Ca ơi! | Kỳ Tài Thách Đấu,17,,,UC8XkixrRlmF77GG0ogNr5kg,Low,Comedy,Medium engagement,2019-12-01
IxchuaO_frY,330933,4011,142,448,12.12027812,1.3537483419999998,0.93139143,53.0,33.78333333333333,21,2,2017,[VIDEO ĐẦU TIÊN] Tham quan Thảo Cầm Viên - sở thú Sài Gòn - SaiGon Zoo,16,,,UCZE88kYvCKUKjM-G0uc8Duw,High,Travel and events,Medium engagement,2017-02-01
L8uxFMnPghU,369347,3432,348,219,9.292074932,0.592938348,0.815657234,53.0,12.316666666666665,11,7,2019,Em Trai Chủ Tịch Đi Mua Đồ Hạ Giá Bị Sỉ Nhục Và Cái Kết - Đừng Bao Giờ Coi Thường Người Khác -Tập 22,25,,,UCM7FTcrsCU2NpQ7ywJ3vemw,Medium,Comedy,Medium engagement,2019-07-01
j-fomUJBpRE,258410,2250,264,153,8.707093379,0.595952169,0.789662028,53.0,19.35,17,11,2020,Chủ Tịch Xử Lý Cô Gái Ham Ăn Lười Làm Cướp Tiền Của Bạn Và Cái Kết- Đừng Khinh Thường Người Khác,22,cho thịt bò đấy giấy đi Sao con ở chỗ chạy như vậy à vì cái tờ cái Chốn Này ấy là có bán rẻ Lương tâm bán dẫn các bạn à Coi như tôi cho cậu đi chứ này đi làm phục vụ thì quỳ dưới chân người khác đi mà cũng đòi lên mặt dạy đời à Ừ rồi  chú chó thì còn dáng rồi Trời còn mưa mua chứ ạ ở bước gì chỉ nghèo một ngày thôi chứ ngày nào nghèo thế này phải sống thế nào được ôm rồi không thể Tham bây giờ nghèo thì mình không Cuộc sống tử tế không có chúng nó toàn em là con kiểu gì đây người có tiền thì hô mưa gọi gió còn lấy người không có tiền chứ mình Bọn chó chẳng nghe à Cậu có bị làm sao ấy Lúc nào cũng nghĩ đến tiền thì lại,154.0,UCM7FTcrsCU2NpQ7ywJ3vemw,Medium,Comedy,Low engagement,2020-11-01
yoskWHz5Gck,443026,1996,125,279,4.505378917,0.629759879,0.881715363,53.0,39.833333333333336,10,6,2020,Sửa cầu vào bản Làng Tống ( Tập - 1 ) | Cảm động khi cả bản đằm mình dưới suối chuyển cát đá xây cầu,26,à à  à à  ừ ừ  ừ ừ,11.0,UCDYKovkzJe3oM9MrbIIpeJw,Medium,Travel and events,Medium engagement,2020-06-01
Tf9is4bAm8Q,530541,3336,230,159,6.287921197,0.299694086,0.8707597420000001,53.0,19.1,5,8,2020,"Hari Won nổi máu đàn ông, kẹp cổ Lâm Vỹ Dạ vì cản trở người chị chơi với trai đẹp",20,à à ở nhà ngày khai gói Liverpool thân nhiệt giọt Lại còn đẹp da chúng ta đang đến với vòng thi tiếp theo công ty vận động dành cho bốn chàng trai còn lại của chương trình chúng ta sẽ có lực lựa chọn cộng sự trong phần chơi này của các số thứ tự từ 1 2 3 và 5 tương ứng với phần trăm bình chọn của các bạn ở vòng phía trước thì người đầu tiên được lựa chọn cộng sự ở vòng thi này đó chính là bạn số 2 Bạn muốn là chọn ai sẽ thì của mình em chọn chị Hương Giang cho thương gia có bạn muốn chơi ở vị trí số mấy Hai đứa thứ hai tiếp theo sẽ là số 1 bạn sẽ cho nay chị ơi đây là thế là tao giờ nghe bạn muốn chơi số thứ tự là bao nhiêu mà tiếp theo sẽ là chai số 3 em lựa chọn chỉ làm nhỏ vậy đấy con này anh có cảm,174.0,UC8XkixrRlmF77GG0ogNr5kg,Low,Comedy,Medium engagement,2020-08-01
E1kOPQYiGIE,197559,1831,137,202,9.268117373,1.022479361,0.860335196,53.0,14.733333333333333,3,7,2019,Kiều Nữ Khinh Thường CEO Startup Và Cái Kết - Đừng Bao Giờ Coi Thường Người Khác -Tập 18,19,,,UCM7FTcrsCU2NpQ7ywJ3vemw,Medium,Comedy,Medium engagement,2019-07-01
WVCtzRxZjbs,251693,3679,185,632,14.61701358,2.514968632,0.904010349,53.0,26.38333333333333,6,11,2019,THỊT GÁC BẾP TÂY BẮC,5,,,UCOwLNrvzxD9Ak78BYbtetEw,High,Travel and events,Medium engagement,2019-11-01
7YwhmfkMn6Y,372265,4495,214,541,12.07473171,1.453265819,0.908917197,53.0,31.36666666666667,28,10,2019,CHẾT CƯỜI VỚI PHA CHÉM GIÓ SẮN NƯỚNG • Nhật Ký Sống Trong Rừng - Tập 10,17,,,UCOwLNrvzxD9Ak78BYbtetEw,High,Travel and events,Medium engagement,2019-10-01
N9iLohJsq2w,499460,5543,98,431,11.09798582,0.8629319670000001,0.965083304,53.0,10.016666666666667,11,4,2017,"Đà Lạt VLOG#6 ăn bún bò, đi Thiền Viện và CÁI KẾT BẤT NGỜ.",14,,,UCZE88kYvCKUKjM-G0uc8Duw,High,Travel and events,Medium engagement,2017-04-01
K-xvgfIPaEk,360529,4261,284,695,11.81874412,1.927722874,0.87483502,53.0,40.6,16,11,2019,T.I.Ế.T CANH NGỖNG,3,,,UCOwLNrvzxD9Ak78BYbtetEw,High,Travel and events,Medium engagement,2019-11-01
y7ffc8QyNNw,296021,1718,113,117,5.803642309,0.3986203679999999,0.8760917029999999,53.0,12.866666666666667,4,2,2020,"SÂN KHẤU NGHIÊNG: Hari Won lọng cọng rót miếng nước dâng ""mẹ chồng"" Việt Hương trong tư thế bá đạo",20,,,UC8XkixrRlmF77GG0ogNr5kg,Low,Comedy,Medium engagement,2020-02-01
WUIFaBT_qPg,270311,4634,135,953,17.14321652,3.529268139,0.943186583,53.0,29.98333333333333,19,11,2019,AE NSTB ĂN CƠM Ở HÀ NỘI • Hành Trình Đưa Hai Bé Vùng Cao Xuống Hà Nội Chữa Mắt,20,,,UCOwLNrvzxD9Ak78BYbtetEw,High,Travel and events,Medium engagement,2019-11-01
hCq1Qajl-E0,332574,2311,227,318,6.948829432999999,0.956178174,0.820795589,53.0,14.35,22,9,2019,Đi Xin Việc Bị Kỳ Thị Là Dân Tộc Và Cái Kết - Đừng Bao Giờ Coi Thường Người Khác -Tập 74,22,,,UCM7FTcrsCU2NpQ7ywJ3vemw,Medium,Comedy,Medium engagement,2019-09-01
GhNaKEf8YdI,1523152,3411,1052,142,2.239435066,0.093884261,0.528449821,53.0,156.71666666666667,15,10,2020,5 TIỂU PHẨM HÀI KINH ĐIỂN TRONG TẾT VẠN LỘC - Ý NGHĨA VÀ CẢM ĐỘNG NHẤT | VƯỢNG RÂU,20,à vì lo cho coi tên đầy Nguyễn thí sinh đầu từ cho con mong sao sẽ suốt chuồng chỉ mong năm nay con tôi được lấy ai lấy được người có tài là cuộc đời tôi happy ngày xưa cắt ngắn nên hôm nay lại tăng giờ đây tương toán nên tôi đây tính chịu cho nổi trong năm nay sẽ hoa mệt rất sâu con tôi đi lấy chồng là cuộc đời em nhát này thương con sông lớn nhưng còn thương con gà cuộc đời thương con tôi chỉ mong làm sao con yên về ra vẫn là trong đời tôi xướng tên này lên nó điên lắm chứ nhưng Chào tất cả thì ông cái bàn chào từ cánh gà Chào tất sân khấu từ đầu gấu chào với chúng tôi từ trưởng thôn lại chào chúng,141.0,UC7ZcCX4PLJd6VnNVQ4hn1pA,Medium,Comedy,Low engagement,2020-10-01
JdMo5s4JrI4,177971,1337,142,100,7.512459895,0.561889297,0.807432432,53.0,15.75,25,12,2019,Mẹ Chồng Nghi Ngờ con Dâu Ngoại Tình Đi Đánh Ghen Và Cái Kết - Đừng Coi Thường Người Khác - Tập 138,23,,,UCM7FTcrsCU2NpQ7ywJ3vemw,Medium,Comedy,Medium engagement,2019-12-01
gbu0Xlw9F7I,423481,1154,187,132,2.725033709,0.314063677,0.720566319,53.0,26.7,13,12,2019,Mỹ Tâm 2020 - Những bài hát Mỹ Tâm song ca với Đàm Vĩnh Hưng hay nhất,17,,,UC7ZcCX4PLJd6VnNVQ4hn1pA,Medium,Comedy,Low engagement,2019-12-01
rQvQ_e-4EmI,1222716,1243,526,359,1.016589298,0.294426506,0.405084746,53.0,91.9,4,7,2017,Hài Chiến Thắng - Vượng Râu | Phim Hay Siêu Hài Không Cười Không Lấy Tiền,16,,,UC7ZcCX4PLJd6VnNVQ4hn1pA,Medium,Comedy,Low engagement,2017-07-01
3mkWgf8RmIw,415982,3639,173,129,8.747974672,0.312513522,0.908995542,53.0,16.55,19,8,2020,"CƯỜI CHẾT cách Tiến Luật, Hứa Minh Đạt khuyên con trai khi xung trận ""quan hệ"" lần đầu | SHSK Mùa 2",22,ừ ừ ở đây là con rái cá lặn rất giỏi luôn lắc rất hay nha bạn của mạng luộc ơi ở nhà anh có hay chăm sóc con không có đôi khi chăm sóc nhiều chè chăm sóc nhiều hơn anh là bạn đó là bạn nó còn trang là mẹ của hai đứa anh thôi Vậy thì cái này cái gì còn chờ gì nữa Xin mời câu hỏi  trời ơi Ủa là gần quan hệ tình dục bố lên nhận rồi Cho Cuộc Tình 3 haha chơi,91.0,UC8XkixrRlmF77GG0ogNr5kg,Low,Comedy,Medium engagement,2020-08-01
cFzuGtpVNCM,449948,2930,381,136,6.511863592999999,0.30225715,0.769625604,53.0,28.85,11,5,2020,Thư kí chủ tịch tranh giành người yêu của người khác và cái kết |#5 Chị Đại Bị Khinh Thường |Tập 219,22,anh nói tóm lại là nó không thể nào làm giám đốc của chi nhánh em được chứ đuổi việc cô không phải là dám chức mà là con rắn rỏi Thứ bánh chỗ đấy Mày thi đấu ngày hôm nay đi rồi đó sẽ một ngày không quay lại bạn phải không biết thật à ừ ừ  ừ ừ  à à ừ ừ,66.0,UCM7FTcrsCU2NpQ7ywJ3vemw,Medium,Comedy,Low engagement,2020-05-01
8oYUpIq8b0A,592549,4347,347,847,7.336102162,1.429417652,0.851970181,53.0,22.85,22,7,2019,GÀ NƯỚNG,2,,,UCOwLNrvzxD9Ak78BYbtetEw,High,Travel and events,Medium engagement,2019-07-01
5O4XS9YzGQc,1233198,5658,825,541,4.588071015,0.438696787,0.7453732259999999,53.0,12.883333333333333,1,10,2019,"Cầm 100K Đi Hẹn Hò, Chủ Tịch Bị Coi Thường Và Cái Kết - Đừng Bao Giờ Coi Thường Người Khác -Tập 80",23,,,UCM7FTcrsCU2NpQ7ywJ3vemw,Medium,Comedy,Low engagement,2019-10-01
o9aXZyCAhCc,1299310,15299,351,992,11.77471119,0.7634821559999999,0.955082742,53.0,32.516666666666666,15,3,2019,Bất ngờ những món ăn bạn chưa từng thấy |Ăn sập Đài Loan #13,14,,,UCZE88kYvCKUKjM-G0uc8Duw,High,Travel and events,Medium engagement,2019-03-01
0qjX-_MtF0g,290984,3571,151,595,12.27215242,2.044785968,0.918614021,53.0,25.61666666666667,8,1,2019,Hành Trình Hơi Ấm Vùng Cao Tập 02 • Hơi Ấm Vùng Cao Phần I,15,,,UCOwLNrvzxD9Ak78BYbtetEw,High,Travel and events,Medium engagement,2019-01-01
VOHXOyeKo_w,589922,5593,340,324,9.480914426,0.549225152,0.885237614,53.0,62.11666666666667,16,7,2018,Những Câu Nói Bá Đạo Của Thầy Cô  - Lớp Học Bá Đạo - Phim Học Đường | Phim Cấp 3 - SVM TV,25,,,UCM7FTcrsCU2NpQ7ywJ3vemw,Medium,Comedy,Medium engagement,2018-07-01
07whk7FVHYs,867604,14247,239,968,16.42108612,1.1168689859999998,0.966935874,53.0,21.4,13,4,2018,Nhà hàng SAO MICHELIN có gì mà giá siêu mắc? Du lịch Tây Ban Nha,15,,,UCZE88kYvCKUKjM-G0uc8Duw,High,Travel and events,Medium engagement,2018-04-01
1PMi45_t954,2439324,5660,2253,180,2.3203149730000003,0.074200885,0.430502906,53.0,35.15,23,12,2018,Hài Hoài Linh Cười Bể Bụng | Xem Đi Xem Lại 1000 Lần Vẫn Không Thể Nhịn Cười,18,,,UCJtEP0GoT7Xndn3LZKrgVxA,High,Comedy,Low engagement,2018-12-01
2DRAHRXNNf0,2437009,3889,1059,251,1.595808633,0.102995106,0.571832693,53.0,22.28333333333333,1,10,2018,"Hài Kịch ""Bể Nợ"" | Hài Chí Tài, Hoài Linh Mới Nhất - Cười Bể Bụng",16,,,UCJtEP0GoT7Xndn3LZKrgVxA,High,Comedy,Low engagement,2018-10-01
INeipDV2ByM,261325,1661,92,243,6.356070028,0.933703243,0.894526796,53.0,23.6,20,5,2020,Tin vui em dâu A Chư đã có đất làm nhà | Làm nhà cho em Giàng Thị Dủa ( Tập 2 ),23,Xin chào tất cả các bạn chồng gió Bạn đã đến kênh lấy bạn của mình hiện tại thì mình đang có mặt ở trong bản a trưng và hôm qua đến sự việc hôm qua đi Các bạn cũng đã biết rồi Pin cũng khá là buồn nó em rủa này thì hôm qua mình đã hẹn hai vợ chồng làm buổi tối hôm qua để xem Ở trong bàn bạc tính xem là đất cát ở cái xu xung quanh này hoặc là về bàn bạc lại bị gia đình xem là tình hình như thế nào rồi thì tiếp tục hôm nay mình vào hỏi thăm thêm lo gia đình về giải quyết được cái việc là đất cát cho hai vợ chồng mới chưa để tiến hành làm cái nhà thêm ý con ạ Đây là đường vào ngõ của nhà ở,146.0,UCDYKovkzJe3oM9MrbIIpeJw,Medium,Travel and events,Medium engagement,2020-05-01
TrwPFTmWfiQ,806965,9868,202,555,12.22853531,0.6877621709999999,0.959785523,53.0,28.08333333333333,11,5,2018,Ăn ở nhà hàng 25 năm sao Michelin |Du lịch Châu Âu Tây Ban Nha,15,,,UCZE88kYvCKUKjM-G0uc8Duw,High,Travel and events,Medium engagement,2018-05-01
j3-WIwNQFSs,39148,767,15,132,19.59231634,3.371819761,0.960408685,53.0,18.15,17,4,2020,81 | Đi thả câu lươn mà dính cá trê cá lóc | Fishing,14,Xin chào bạn hôm nay hai anh em đi thả câu lương quá rồi mình mới làm lại 3 không cần câu cải lương em làm bằng cây kia che nay anh em đi khỏi con lươn thả mồi nhái à Em nhắn cho mốc cho nó chết luôn hả cập theo cái chỗ này là cái thằng Hữu nó bữa mà mình đi làm cái clip cắm câu nữa mà bữa hổm sĩ nhiều quá mình như là lương nó rút quá à Bữa nay lạnh nơi mình ở luôn rồi cần phải có lúc qua đây nào mình cũng câu có qua đây là dính chính con buổi tối buổi sáng thì được có bốn con thôi nhưng mà nó sẽ quyết cái thương cho khúc này khúc này rau muống với cỏ này nó sẽ với nhiều lắm nó lôi lúc cần không có chính mình như là luôn đó rút cái này làm con lươn ngày 25 đi thả lâu,164.0,UCd8MtZtV9ucMnRikofxsgpQ,Medium,Travel and events,Medium engagement,2020-04-01
GlglnNPSAN0,1145663,2639,351,112,2.303469694,0.098632844,0.764961551,52.0,41.266666666666666,4,7,2017,"Phim Hài Hoài Linh, Chí Tài | Phim Hài Mới Nhất - Cười Bể Bụng",15,,,UCJtEP0GoT7Xndn3LZKrgVxA,High,Comedy,Low engagement,2017-07-01
NZCvG3g9yrQ,602153,1800,632,109,2.98927349,0.182677824,0.480065762,52.0,164.33333333333334,10,6,2020,Có Lẽ Đây Là Vở Cải Lương Xã Hội Hay Nhất Việt Nam,13,ừ ừ [âm nhạc]  [âm nhạc]  ừ ừ  [âm nhạc]  ừ ừ Anh Đức ơi Tức tức ở Ê mình lấy Nằm mơ chuyện xảy ra trong mơ,32.0,UCJtEP0GoT7Xndn3LZKrgVxA,High,Comedy,Low engagement,2020-06-01
IVKWBer-Sxs,646401,2424,1031,132,3.749994199,0.205754632,0.40306713,52.0,160.31666666666666,19,12,2019,Cải Lương Nam Bộ Hay Nhất - Cải Lương Vũ Linh Hay Nhất Mọi Thời Đại,16,,,UCJtEP0GoT7Xndn3LZKrgVxA,High,Comedy,Low engagement,2019-12-01
D86TWOMapYk,396586,2141,443,103,5.398576853,0.262238203,0.6568665379999999,52.0,25.53333333333333,17,6,2020,Chủ Tịch Bị Bạn Gái Cũ Mang Con Đến Tống Tiền 2 Tỷ Và Cái Kết - Đừng Xem Thường Người Khác -Tập 240,24,anh em ơi Ừ ừ ừ cho nhau đánh Á sản phẩm chủ tịch ra bàn ngồi trước điện Đợi một chút em sẽ ăn uống cho xem hình cái mẹ anh cảm ơn ạ ừ ừ à à ừ ừ [âm nhạc] ừ ừ Ừ hai cái bang An ninh Thế em đang uống cà phê thì ánh nến Ồ thế à anh lại không để ý xung quanh không nghe em ở đây anh xin lỗi nhá sao đâu ạ Lâu lắm rồi mình không gặp,88.0,UCM7FTcrsCU2NpQ7ywJ3vemw,Medium,Comedy,Low engagement,2020-06-01
2WieswTKoe4,3114607,5941,2419,169,1.907463767,0.054581525,0.4212414779999999,52.0,150.98333333333332,26,12,2018,Cười Bể Bụng với Hài Kịch Hoài Linh Chí Tài - Hài Kịch Hay Nhất Xem Là Nghiện,18,,,UCJtEP0GoT7Xndn3LZKrgVxA,High,Comedy,Low engagement,2018-12-01
v9YromiWggU,469671,2599,381,299,5.5336607970000005,0.6366158439999999,0.744045622,52.0,18.966666666666665,10,9,2019,Bỏ Người Yêu Đang Mang Thai Theo Tình Mới Và Cái Kết - Đừng Bao Giờ Coi Thường Người Khác - Tập 64,23,,,UCM7FTcrsCU2NpQ7ywJ3vemw,Medium,Comedy,Low engagement,2019-09-01
Rq9xtRabM20,471134,2781,162,98,5.902779252,0.2101313,0.889605978,52.0,11.95,3,8,2020,"Lâu quá không cưỡi ngựa, Lâm Vỹ Dạ nhảy phóc lên lưng Mạc Văn Khoa dập tới tấp trong sung sướng",21,có người nhện Huy bây giờ là một cái trò chơi này chúng ta có biệt đội nhà đổi cách của con biệt cặp nào cặp kia Thích thì mình chọn chơi thôi sẽ có 3 cặp thi đấu của nhau một người trọng và một người đưa dưới đất bị bịt mắt và Nhiệm vụ là di chuyển từ đây về bên đó nét tất cả các Liên không được làm ngã Ly vẫn Đạt bé Ly mô Please Natri 3 Trạch chơi với nhau gặp nào về đít mà làm cho cái sự mất mát bể nát Nhã Ly ít hơn có nghĩa là đội đó giành chuyện thật đơn giản vô phục các bạn có thể tròn với,121.0,UC8XkixrRlmF77GG0ogNr5kg,Low,Comedy,Medium engagement,2020-08-01
QXn-GKqtyCU,571942,4821,398,853,8.429176385,1.493158397,0.847318008,52.0,36.016666666666666,13,3,2020,SIÊU TIẾT CANH • Giúp Anh Khánh Chặt Tre - Tập 01,12,,,UCOwLNrvzxD9Ak78BYbtetEw,High,Travel and events,Medium engagement,2020-03-01
zuy9suSWRcU,183985,1050,117,196,5.706986982999999,1.065304237,0.79880137,52.0,22.33333333333333,28,5,2019,Thăm hoàn cảnh gia đình ngèo nhất bản bố cụt một chân nuôi bốn đứa con nhỏ,17,,,UCDYKovkzJe3oM9MrbIIpeJw,Medium,Travel and events,Low engagement,2019-05-01
RQN99clDmzQ,6224751,5953,2956,596,0.956343475,0.0957468019999999,0.336363636,52.0,114.5,6,3,2017,"Gái Xinh Bị Lừa Full HD | Phim Hài Tết Chiến Thắng, Quang Tèo Mới Hay Nhất",17,,,UCJtEP0GoT7Xndn3LZKrgVxA,High,Comedy,Low engagement,2017-03-01
r9XPnGucelk,1124905,2731,650,103,2.427760566,0.091563288,0.615316381,52.0,24.33333333333333,1,2,2020,"Chiến Thắng, Việt Bắc, Bình Trọng Khiến khán giả Xem Hài Cười Lộn Ruột - Phim Hài 2020",18,,,UCTZfshAstC5XukpE3OY62Jg,High,Comedy,Low engagement,2020-02-01
n92AtSOZMV8,312116,3183,169,597,10.19813146,1.912750388,0.8988965109999999,52.0,19.416666666666668,3,9,2019,MÂM CỖ TẾT ĐỘC LẬP (QUỐC KHÁNH 2/9) CỦA ĐỒNG BÀO THÁI TÂY BẮC,14,,,UCOwLNrvzxD9Ak78BYbtetEw,High,Travel and events,Medium engagement,2019-09-01
xndGjAmNHOg,735697,2150,300,425,2.922398759,0.577683476,0.754793962,52.0,30.23333333333333,31,8,2019,Không cưỡng nổi rượu với các cô gái Thái | Lợn quay ăn mừng 73k Sup với toàn gái xinh ( P- 2 hêts ),25,,,UCDYKovkzJe3oM9MrbIIpeJw,Medium,Travel and events,Low engagement,2019-08-01
JtyPzZ1Gokk,274490,3725,207,508,13.57062188,1.850704944,0.8944825829999999,52.0,28.75,6,8,2020,THI QUĂNG CHÀI • Bất Ngờ Từ Em Thơm Và Chú Anh,12,Xin chào bạn nha Chào mừng các bạn quay lại với cây trồng thoát qua anh em mình nha Đây đây Các bạn nhìn thấy anh em mình đang sở hữu người một cái chai cho hôm nay nhé mình sẽ thử thách cuộc thi đua nhau xe may xe bắt được nhiều cái,54.0,UCOwLNrvzxD9Ak78BYbtetEw,High,Travel and events,Medium engagement,2020-08-01
_nrXJBC06ik,4820775,3951,1848,341,0.819577765,0.07094295,0.3625862070000001,52.0,16.583333333333332,12,10,2017,Hoa Hậu về Làng | Râu ơi Vểnh Ra - Tập 54 | Phim Hài Mới Hay Nhất 2017,19,,,UCTZfshAstC5XukpE3OY62Jg,High,Comedy,Low engagement,2017-10-01
